index,tag,distCum,time,x,y,lon,lat,distance,flightAngle,utmX,utmY,mapDist,acousticAntropy,visualAntropy,x_utm,y_utm,polygon,azimuth,pool_file
4104,7564,39.2672318670471,738684.961289757,256817.163671532,776347.5411473,35.6045891098395,33.0817039244857,21.7839548236618,118.191497429469,743119.461544485,3663362.20110376,8.16822368053171,8.568802393,6.51205641141159,743119.4612123673,3663362.219027392,"POLYGON ((35.60472329535185 33.08170495659849, 35.6047799754441 33.08167950066338, 35.60471949986867 33.08158406751349, 35.60455887212549 33.08165620786452, 35.60450219197693 33.08168166370146, 35.60456266739893 33.08177709696388, 35.60472329535185 33.08170495659849))",118.07903105789042,
4105,7564,54.2672318670471,738684.961302599,256836.422586483,776337.361025363,35.6047949573199,33.081611475185,24.5290126151984,118.103702386222,743138.935913146,3663352.42496501,5.32452067487564,8.989451618,5.81747617447207,743138.9355809024,3663352.442890291,"POLYGON ((35.60492914065808 33.08161267993518, 35.60498586683065 33.08158729695747, 35.60492556464357 33.0814917861204, 35.60476480630032 33.08156371972032, 35.60470808007183 33.08158910259979, 35.6047683821047 33.0816846135492, 35.60492914065808 33.08161267993518))",117.99146608748995,/Users/xingchen/Documents/PhD_learning/Acoustic_project/Analysis/echo_complex/pool/pool_0681.json
4106,7564,69.2672318670471,738684.961318937,256858.125870457,776325.931243011,35.6050269327767,33.0815076743488,24.3566035565791,117.249930984828,743160.881134673,3663341.45046807,7.61363877367416,8.061822507,6.23922016522971,743160.8808022802,3663341.4683952164,"POLYGON ((35.60516107987142 33.0815105576558, 35.60521824776831 33.08148588715468, 35.60515963827512 33.08138963246696, 35.6049976281066 33.08145954695965, 35.6049404601575 33.08148421736177, 35.60499906948882 33.08158047216008, 35.60516107987142 33.0815105576558))",117.13998887719796,/Users/xingchen/Documents/PhD_learning/Acoustic_project/Analysis/echo_complex/pool/pool_0681.json
4107,7564,84.2672318670471,738684.961344956,256879.842913353,776314.903360864,35.605259071417,33.0814074962217,8.35507465661883,116.323242443014,743182.831665415,3663330.8781842,5.39112229810254,8.711950942,5.54096002828944,743182.8313328717,3663330.896113199,"POLYGON ((35.60539314567415 33.08141220049508, 35.60545077868229 33.08138830938775, 35.60539402085088 33.08129127147485, 35.60523069258044 33.08135897722097, 35.60517305952423 33.08138286822852, 35.6052298171856 33.08147990624995, 35.60539314567415 33.08141220049508))",116.21590066043603,/Users/xingchen/Documents/PhD_learning/Acoustic_project/Analysis/echo_complex/pool/pool_0681.json
4108,7564,99.2672318670471,738684.961377913,256887.352585753,776311.241108418,35.6053393501341,33.0813742176891,4.68084026059816,126.372317339689,743190.418899084,3663327.37348624,8.96893736007526,9.637559735,6.66059300259504,743190.4185664853,3663327.3914158843,"POLYGON ((35.60547234926651 33.0813591970333, 35.6055241605824 33.08132722282598, 35.6054481998814 33.08123998695319, 35.60530136983006 33.08133059969996, 35.60524955842508 33.08136257381867, 35.60532551905212 33.08144980981557, 35.60547234926651 33.0813591970333))",126.24326395978932,/Users/xingchen/Documents/PhD_learning/Acoustic_project/Analysis/echo_complex/pool/pool_0681.json
4109,7564,114.267231867047,738684.961441077,256891.138290508,776308.488163622,35.6053797823449,33.0813492659192,4.6808402606217,126.372309566241,743194.262759793,3663324.69989351,7.71950766849767,7.368212262,6.00991383368661,743194.2624271704,3663324.7178234756,"POLYGON ((35.60551278144135 33.08133424527784, 35.60556459274668 33.08130227107716, 35.60548863208324 33.08121503519718, 35.60534180205963 33.08130564792647, 35.60528999066521 33.08133762203851, 35.6053659512547 33.08142485804264, 35.60551278144135 33.08133424527784))",126.24325601627022,/Users/xingchen/Documents/PhD_learning/Acoustic_project/Analysis/echo_complex/pool/pool_0681.json
4110,7564,129.267231867047,738684.961504241,256894.923995263,776305.735218825,35.6054202145557,33.0813243141494,4.68084026069017,126.372301819663,743198.106622647,3663322.02630218,5.94605567536345,7.368212262,6.00991383368661,743198.1062899971,3663322.0442324723,"POLYGON ((35.60555321361612 33.08130929352207, 35.60560502491074 33.08127731932787, 35.60552906428445 33.08119008344094, 35.60538223428901 33.0812806961532, 35.6053304229053 33.08131267025874, 35.60540638345763 33.08139990626982, 35.60555321361612 33.08130929352207))",126.24324830422627,/Users/xingchen/Documents/PhD_learning/Acoustic_project/Analysis/echo_complex/pool/pool_0681.json
4111,7564,144.267231867047,738684.961567405,256898.709700018,776302.982274029,35.6054606467665,33.0812993623795,0.2171769311144,24.8458103583559,743201.95048764,3663319.35271224,7.41398264785903,7.368212262,6.00991383368661,743201.9501549653,3663319.3706428534,"POLYGON ((35.60545209596368 33.08141210259911, 35.60547919372949 33.08146113791615, 35.60559568647066 33.08141551279041, 35.60551889305443 33.08127654984274, 35.60549179533101 33.08122751453134, 35.60537530277075 33.08127313955149, 35.60545209596368 33.08141210259911))",24.94909198794143,/Users/xingchen/Documents/PhD_learning/Acoustic_project/Analysis/echo_complex/pool/pool_0681.json
4112,7564,159.267231867047,738684.961596666,256898.800557499,776303.179532077,35.6054616278794,33.0813011377757,2.81728248167764,313.251676550228,743202.037202727,3663319.5518936,7.56096134636932,7.368212262,6.00991383368661,743202.0368700537,3663319.569824218,"POLYGON ((35.60533171995505 33.0813294501685, 35.60528482624755 33.08136641451754, 35.60537264212279 33.08144537046965, 35.60550553583754 33.08134061569628, 35.60555242943382 33.08130365126922, 35.60546461355644 33.08122469544329, 35.60533171995505 33.0813294501685))",-46.88328256237711,/Users/xingchen/Documents/PhD_learning/Acoustic_project/Analysis/echo_complex/pool/pool_0681.json
4113,7564,174.267231867047,738684.961606157,256896.736711041,776305.097243832,35.6054396025106,33.0813184995076,2.8172824818148,313.251682205132,743199.932880987,3663321.42637311,6.68430012282766,7.368212262,6.00991383368661,743199.9325483295,3663321.444303551,"POLYGON ((35.60530969456352 33.08134681191069, 35.60526280085057 33.081383776264, 35.60535061675347 33.08146273220956, 35.60548351048256 33.08135797742491, 35.6055304040843 33.08132101299356, 35.60544258817925 33.0812420571742, 35.60530969456352 33.08134681191069))",-46.883276877685034,/Users/xingchen/Documents/PhD_learning/Acoustic_project/Analysis/echo_complex/pool/pool_0681.json
4114,7564,189.267231867047,738684.961615647,256894.672864582,776307.014955588,35.6054175771418,33.0813358612395,2.8172824817782,313.251687849563,743197.828560048,3663323.30085303,6.93363515387613,7.368212262,6.00991383368661,743197.828227408,3663323.3187832925,"POLYGON ((35.60528766917191 33.08136417365265, 35.60524077545344 33.08140113801018, 35.60532859138382 33.0814800939493, 35.60546148512751 33.0813753391536, 35.60550837873478 33.08133837471806, 35.60542056280224 33.0812594189051, 35.60528766917191 33.08136417365265))",-46.883271301120175,/Users/xingchen/Documents/PhD_learning/Acoustic_project/Analysis/echo_complex/pool/pool_0681.json
4115,7564,204.267231867047,738684.961625138,256892.609018124,776308.932667344,35.6053955517729,33.0813532229714,2.81728248175688,313.251693507495,743195.724239914,3663325.17533335,8.20697361379765,7.368212262,6.00991383368661,743195.7239072802,3663325.1932634423,"POLYGON ((35.60526564378043 33.08138153539537, 35.60521875005672 33.08141849975738, 35.60530656601524 33.08149745568959, 35.60543945977268 33.08139270088204, 35.60548635338517 33.08135573644201, 35.60539853742451 33.08127678063597, 35.60526564378043 33.08138153539537))",-46.88326533524057,/Users/xingchen/Documents/PhD_learning/Acoustic_project/Analysis/echo_complex/pool/pool_0681.json
4116,7564,219.267231867047,738684.961634628,256890.545171665,776310.850379099,35.6053735264041,33.0813705847034,2.81728248175688,313.251699133198,743193.619920581,3663327.04981409,8.37261023083972,9.637559735,6.66059300259504,743193.6195879638,3663327.0677440153,"POLYGON ((35.60524361838881 33.08139889713733, 35.60519672465953 33.08143586150351, 35.60528454064545 33.08151481742936, 35.60541743441757 33.08141006261088, 35.60546432803564 33.08137309816667, 35.60537651204757 33.08129414236701, 35.60524361838881 33.08139889713733))",-46.88325980261031,/Users/xingchen/Documents/PhD_learning/Acoustic_project/Analysis/echo_complex/pool/pool_0681.json
4117,7564,234.267231867047,738684.961644119,256888.481325207,776312.768090855,35.6053515010353,33.0813879464353,2.8172824817782,313.251704780661,743191.515602051,3663328.92429524,7.09583618857377,9.637559735,6.66059300259504,743191.515269451,3663328.9422249836,"POLYGON ((35.60522159299728 33.08141625887954, 35.60517469926257 33.08145322325002, 35.60526251527619 33.08153217916928, 35.60539540906264 33.08142742433945, 35.60544230268614 33.08139045989097, 35.60535448667035 33.08131150409788, 35.60522159299728 33.08141625887954))",-46.88325409692738,/Users/xingchen/Documents/PhD_learning/Acoustic_project/Analysis/echo_complex/pool/pool_0681.json
4118,7564,249.267231867047,738684.961653609,256886.417478748,776314.685802611,35.6053294756665,33.0814053081672,2.8172824818148,313.251710446061,743189.411284324,3663330.7987768,6.81797921048146,9.637559735,6.66059300259504,743189.4109517405,3663330.816706364,"POLYGON ((35.60519956760567 33.08143362062149, 35.60515267386542 33.08147058499617, 35.60524048990651 33.08154954090902, 35.60537338370757 33.08144478606817, 35.60542027733661 33.08140782161547, 35.60533246129335 33.08132886582879, 35.60519956760567 33.08143362062149))",-46.883248530835054,/Users/xingchen/Documents/PhD_learning/Acoustic_project/Analysis/echo_complex/pool/pool_0681.json
4119,7564,264.267231867047,738684.9616631,256884.353632289,776316.603514366,35.6053074502976,33.0814226698991,2.81728248169896,313.251716061299,743187.306967401,3663332.67325876,7.6486890722791,9.637559735,6.66059300259504,743187.3066348236,3663332.6911881533,"POLYGON ((35.60517754221411 33.08145098236395, 35.60513064846852 33.081487946743, 35.60521846453752 33.08156690264911, 35.60535135835263 33.08146214779669, 35.605398251987 33.08142518333963, 35.60531043591585 33.08134622755968, 35.60517754221411 33.08145098236395))",-46.883242706525664,/Users/xingchen/Documents/PhD_learning/Acoustic_project/Analysis/echo_complex/pool/pool_0681.json
4120,7564,279.267231867047,738684.961672591,256882.289785831,776318.521226122,35.6052854249288,33.081440031631,2.8172824818148,313.25172171623,743185.202651279,3663334.54774114,5.85766826706423,8.711950942,5.54096002828944,743185.2023187182,3663334.5656703515,"POLYGON ((35.60515551682258 33.08146834410618, 35.60510862307158 33.08150530848953, 35.6051964391683 33.08158426438904, 35.60532933299768 33.08147950952529, 35.60537622663748 33.08144254506391, 35.6052884105386 33.08136358929058, 35.60515551682258 33.08146834410618))",-46.883236990343484,/Users/xingchen/Documents/PhD_learning/Acoustic_project/Analysis/echo_complex/pool/pool_0681.json
4121,7564,294.267231867047,738684.961682081,256880.225939372,776320.438937878,35.60526339956,33.0814573933629,2.81728248169896,313.25172735847,743183.098335961,3663336.42222393,3.99523422636637,8.711950942,5.54096002828944,743183.0980034156,3663336.440152963,"POLYGON ((35.60513349143105 33.08148570584833, 35.60508659767459 33.08152267023596, 35.60517441379895 33.08160162612894, 35.6053073076427 33.08149687125394, 35.60535420128796 33.08145990678828, 35.60526638516144 33.08138095102149, 35.60513349143105 33.08148570584833))",-46.88323130562091,/Users/xingchen/Documents/PhD_learning/Acoustic_project/Analysis/echo_complex/pool/pool_0681.json
